time	temperature	pressure	humidity	altitude
2019-11-27T17:01:40.188Z	21.05	980.12	50.69	279.73
2019-11-27T17:02:40.932Z	21.05	980.12	50.66	279.38
2019-11-27T17:03:41.678Z	21.04	980.16	50.67	279.21
2019-11-27T17:04:42.423Z	21.05	980.18	50.65	279.04
2019-11-27T17:05:43.171Z	21.05	980.22	50.63	278.70
2019-11-27T17:06:43.920Z	21.06	980.24	50.60	278.70
2019-11-27T17:07:44.665Z	21.06	980.24	50.59	278.53
2019-11-27T17:08:45.409Z	21.06	980.26	50.58	278.36
2019-11-27T17:09:46.158Z	21.06	980.28	50.58	278.19
2019-11-27T17:10:46.903Z	21.06	980.30	50.53	278.02
2019-11-27T17:11:47.650Z	21.07	980.32	50.54	277.84
2019-11-27T17:12:48.396Z	21.06	980.34	50.51	277.50
2019-11-27T17:13:49.141Z	21.06	980.38	50.55	277.33
2019-11-27T17:14:49.889Z	21.05	980.40	50.59	276.99
2019-11-27T17:15:50.636Z	21.04	980.44	50.58	276.99
2019-11-27T17:16:51.385Z	21.03	980.44	50.58	276.82
2019-11-27T17:17:52.132Z	21.02	980.46	50.61	276.48
2019-11-27T17:18:52.882Z	21.02	980.50	50.59	276.31
2019-11-27T17:19:53.631Z	21.01	980.50	50.61	276.31
2019-11-27T17:20:54.379Z	21.01	980.52	50.62	276.13
2019-11-27T17:21:55.127Z	21.00	980.52	50.62	276.13
2019-11-27T17:22:55.872Z	21.00	980.54	50.65	275.96
2019-11-27T17:23:56.621Z	21.00	980.56	50.60	275.96
2019-11-27T17:24:57.370Z	20.99	980.54	50.60	275.79
2019-11-27T17:25:58.116Z	20.98	980.56	50.63	275.54
2019-11-27T17:26:58.862Z	20.98	980.58	50.63	275.37
2019-11-27T17:27:59.614Z	20.98	980.59	50.60	275.37
2019-11-27T17:29:00.364Z	20.97	980.58	50.58	275.54
2019-11-27T17:30:01.115Z	20.97	980.58	50.63	275.54
2019-11-27T17:31:01.865Z	20.97	980.58	50.60	275.54
2019-11-27T17:32:02.619Z	20.96	980.59	50.63	275.19
2019-11-27T17:33:03.371Z	20.96	980.61	50.60	275.19
2019-11-27T17:34:04.120Z	20.96	980.63	50.57	275.02
2019-11-27T17:35:04.869Z	20.97	980.63	50.56	275.02
2019-11-27T17:36:05.620Z	20.96	980.67	50.57	274.68
2019-11-27T17:37:06.371Z	20.96	980.69	50.57	274.51
2019-11-27T17:38:07.122Z	20.96	980.71	50.55	274.34
2019-11-27T17:39:07.875Z	20.97	980.71	50.49	274.34
2019-11-27T17:40:08.625Z	20.97	980.71	50.47	274.51
2019-11-27T17:41:09.382Z	20.96	980.71	50.52	274.34
2019-11-27T17:42:10.139Z	20.96	980.71	50.53	274.17
2019-11-27T17:43:10.895Z	20.95	980.75	50.54	274.00
2019-11-27T17:44:11.651Z	20.95	980.77	50.54	273.66
2019-11-27T17:45:12.408Z	20.95	980.81	50.48	273.31
2019-11-27T17:46:13.161Z	20.95	980.83	50.49	273.31
2019-11-27T17:47:13.916Z	20.94	980.83	50.50	273.31
2019-11-27T17:48:14.670Z	20.94	980.85	50.46	273.14
2019-11-27T17:49:15.422Z	20.94	980.85	50.48	272.97
2019-11-27T17:50:16.177Z	20.94	980.87	50.47	272.80
2019-11-27T17:51:16.933Z	20.94	980.89	50.46	272.80
2019-11-27T17:52:17.691Z	20.93	980.89	50.42	272.97
2019-11-27T17:53:18.447Z	20.93	980.91	50.40	272.80
2019-11-27T17:54:19.202Z	20.93	980.93	50.41	272.63
2019-11-27T17:55:19.956Z	20.93	980.97	50.45	272.29
2019-11-27T17:56:20.711Z	20.92	980.99	50.46	272.29
2019-11-27T17:57:21.468Z	20.91	980.97	50.45	272.46
2019-11-27T17:58:22.220Z	20.91	980.99	50.45	272.12
2019-11-27T17:59:22.969Z	20.90	981.01	50.46	271.95
2019-11-27T18:00:23.716Z	20.90	981.01	50.46	272.12
2019-11-27T18:01:24.465Z	20.89	980.99	50.48	271.95
2019-11-27T18:02:25.216Z	20.89	981.01	50.48	271.95
2019-11-27T18:03:25.969Z	20.88	981.03	50.45	271.95
2019-11-27T18:04:26.721Z	20.88	981.01	50.45	271.95
2019-11-27T18:05:27.472Z	20.87	981.01	50.46	271.95
2019-11-27T18:06:28.226Z	20.86	981.05	50.47	271.60
2019-11-27T18:07:28.979Z	20.86	981.07	50.48	271.60
2019-11-27T18:08:29.728Z	20.85	981.03	50.45	271.60
2019-11-27T18:09:30.475Z	20.85	981.05	50.46	271.26
2019-11-27T18:10:31.228Z	20.84	981.07	50.44	271.26
2019-11-27T18:11:31.978Z	20.85	981.07	50.41	271.43
2019-11-27T18:12:32.729Z	20.85	981.07	50.39	271.18
2019-11-27T18:13:33.481Z	20.85	981.10	50.42	271.01
2019-11-27T18:14:34.235Z	20.84	981.12	50.41	270.83
2019-11-27T18:15:34.985Z	20.84	981.16	50.40	270.32
2019-11-27T18:16:35.738Z	20.84	981.16	50.44	270.49
2019-11-27T18:17:36.492Z	20.84	981.16	50.40	270.49
2019-11-27T18:18:37.246Z	20.84	981.18	50.40	270.32
2019-11-27T18:19:37.996Z	20.83	981.18	50.38	270.15
2019-11-27T18:20:38.748Z	20.83	981.20	50.38	270.15
2019-11-27T18:21:39.501Z	20.82	981.24	50.40	269.98
2019-11-27T18:22:40.253Z	20.82	981.24	50.39	269.98
2019-11-27T18:23:41.006Z	20.82	981.24	50.38	269.81
2019-11-27T18:24:41.759Z	20.82	981.26	50.36	269.64
2019-11-27T18:25:42.510Z	20.81	981.28	50.37	269.47
2019-11-27T18:26:43.262Z	20.80	981.30	50.38	269.30
2019-11-27T18:27:44.012Z	20.80	981.28	50.36	269.64
2019-11-27T18:28:44.762Z	20.79	981.30	50.37	269.64
2019-11-27T18:29:45.511Z	20.79	981.30	50.36	269.47
2019-11-27T18:30:46.263Z	20.79	981.30	50.35	269.47
2019-11-27T18:31:47.017Z	20.79	981.32	50.34	269.30
2019-11-27T18:32:47.767Z	20.79	981.34	50.33	269.30
2019-11-27T18:33:48.518Z	20.79	981.34	50.34	269.13
2019-11-27T18:34:49.273Z	20.78	981.36	50.36	268.95
2019-11-27T18:35:50.028Z	20.78	981.34	50.35	269.30
2019-11-27T18:36:50.780Z	20.77	981.36	50.35	268.95
2019-11-27T18:37:51.532Z	20.76	981.38	50.37	268.78
2019-11-27T18:38:52.287Z	20.76	981.38	50.37	268.78
2019-11-27T18:39:53.038Z	20.75	981.40	50.39	268.61
2019-11-27T18:40:53.790Z	20.75	981.42	50.39	268.44
2019-11-27T18:41:54.546Z	20.75	981.44	50.36	268.10
2019-11-27T18:42:55.300Z	20.74	981.46	50.35	268.10
2019-11-27T18:43:56.055Z	20.74	981.50	50.36	268.10
2019-11-27T18:44:56.810Z	20.74	981.50	50.37	267.76
2019-11-27T18:45:57.565Z	20.73	981.52	50.36	267.76
2019-11-27T18:46:58.323Z	20.73	981.54	50.35	267.42
2019-11-27T18:47:59.079Z	20.73	981.54	50.35	267.42
2019-11-27T18:48:59.833Z	20.73	981.56	50.32	267.25
2019-11-27T18:50:00.587Z	20.73	981.58	50.35	267.25
2019-11-27T18:51:01.342Z	20.73	981.58	50.34	267.08
2019-11-27T18:52:02.096Z	20.72	981.60	50.32	267.08
2019-11-27T18:53:02.849Z	20.72	981.61	50.33	267.08
2019-11-27T18:54:03.604Z	20.72	981.63	50.31	266.82
2019-11-27T18:55:04.357Z	20.72	981.61	50.32	266.48
2019-11-27T18:56:05.113Z	20.71	981.63	50.32	266.48
2019-11-27T18:57:05.869Z	20.71	981.63	50.31	266.31
2019-11-27T18:58:06.624Z	20.71	981.65	50.32	266.31
2019-11-27T18:59:07.376Z	20.70	981.65	50.35	266.31
2019-11-27T19:00:08.128Z	20.70	981.67	50.31	266.14
2019-11-27T19:01:08.884Z	20.70	981.69	50.32	265.96
2019-11-27T19:02:09.641Z	20.70	981.69	50.29	265.79
2019-11-27T19:03:10.397Z	20.70	981.71	50.27	265.79
2019-11-27T19:04:11.152Z	20.69	981.73	50.28	265.62
2019-11-27T19:05:11.908Z	20.69	981.75	50.29	265.45
2019-11-27T19:06:12.661Z	20.69	981.77	50.27	265.11
2019-11-27T19:07:13.417Z	20.68	981.81	50.29	265.11
2019-11-27T19:08:14.172Z	20.67	981.79	50.31	264.94
2019-11-27T19:09:14.927Z	20.67	981.83	50.30	264.77
2019-11-27T19:10:15.685Z	20.67	981.83	50.30	264.60
2019-11-27T19:11:16.440Z	20.66	981.87	50.30	264.77
2019-11-27T19:12:17.197Z	20.66	981.85	50.29	264.77
2019-11-27T19:13:17.952Z	20.66	981.87	50.26	264.43
2019-11-27T19:14:18.708Z	20.66	981.89	50.27	264.43
2019-11-27T19:15:19.468Z	20.66	981.91	50.30	264.26
2019-11-27T19:16:20.230Z	20.66	981.93	50.27	264.09
2019-11-27T19:17:20.989Z	20.66	981.95	50.25	263.92
2019-11-27T19:18:21.751Z	20.66	981.95	50.25	263.92
2019-11-27T19:19:22.517Z	20.65	981.99	50.27	263.57
2019-11-27T19:20:23.280Z	20.65	982.07	50.27	262.89
2019-11-27T19:21:24.038Z	20.65	982.07	50.28	262.89
2019-11-27T19:22:24.797Z	20.64	982.07	50.28	262.89
2019-11-27T19:23:25.556Z	20.63	982.09	50.31	262.72
2019-11-27T19:24:26.312Z	20.63	982.09	50.30	262.72
2019-11-27T19:25:27.068Z	20.63	982.11	50.29	262.72
2019-11-27T19:26:27.826Z	20.62	982.11	50.30	262.55
2019-11-27T19:27:28.585Z	20.61	982.11	50.30	262.38
2019-11-27T19:28:29.342Z	20.61	982.13	50.29	262.55
2019-11-27T19:29:30.102Z	20.61	982.13	50.30	262.38
2019-11-27T19:30:30.860Z	20.60	982.15	50.31	262.38
2019-11-27T19:31:31.618Z	20.60	982.17	50.27	262.21
2019-11-27T19:32:32.373Z	20.60	982.17	50.29	262.21
2019-11-27T19:33:33.130Z	20.60	982.13	50.30	262.21
2019-11-27T19:34:33.889Z	20.60	982.15	50.27	262.04
2019-11-27T19:35:34.646Z	20.60	982.17	50.28	261.87
2019-11-27T19:36:35.403Z	20.60	982.19	50.26	261.69
2019-11-27T19:37:36.160Z	20.60	982.19	50.25	261.52
2019-11-27T19:38:36.914Z	20.60	982.21	50.23	261.52
2019-11-27T19:39:37.671Z	20.60	982.27	50.26	260.67
2019-11-27T19:40:38.429Z	20.59	982.31	50.24	260.67
2019-11-27T19:41:39.189Z	20.59	982.31	50.26	260.84
2019-11-27T19:42:39.951Z	20.58	982.29	50.26	260.84
2019-11-27T19:43:40.714Z	20.58	982.29	50.26	260.67
2019-11-27T19:44:41.474Z	20.58	982.31	50.29	260.58
2019-11-27T19:45:42.237Z	20.57	982.33	50.30	260.67
2019-11-27T19:46:43.002Z	20.56	982.31	50.29	260.58
2019-11-27T19:47:43.768Z	20.56	982.33	50.28	260.58
2019-11-27T19:48:44.532Z	20.56	982.34	50.29	260.24
2019-11-27T19:49:45.298Z	20.55	982.38	50.30	260.07
2019-11-27T19:50:46.060Z	20.55	982.40	50.30	259.73
2019-11-27T19:51:46.821Z	20.55	982.42	50.30	259.56
2019-11-27T19:52:47.583Z	20.55	982.44	50.31	259.90
2019-11-27T19:53:48.342Z	20.54	982.44	50.32	259.73
2019-11-27T19:54:49.101Z	20.54	982.44	50.31	259.73
2019-11-27T19:55:49.864Z	20.54	982.48	50.28	259.39
2019-11-27T19:56:50.626Z	20.55	982.52	50.28	258.71
2019-11-27T19:57:51.385Z	20.55	982.54	50.26	259.22
2019-11-27T19:58:52.143Z	20.54	982.52	50.31	258.88
2019-11-27T19:59:52.904Z	20.53	982.56	50.33	258.88
2019-11-27T20:00:53.666Z	20.53	982.54	50.31	258.71
2019-11-27T20:01:54.427Z	20.52	982.56	50.31	258.71
2019-11-27T20:02:55.190Z	20.52	982.58	50.33	258.54
2019-11-27T20:03:55.954Z	20.51	982.60	50.32	258.54
2019-11-27T20:04:56.715Z	20.51	982.60	50.35	258.37
2019-11-27T20:05:57.473Z	20.50	982.62	50.34	258.19
2019-11-27T20:06:58.234Z	20.50	982.62	50.32	258.19
2019-11-27T20:07:58.993Z	20.50	982.62	50.32	258.19
2019-11-27T20:08:59.757Z	20.50	982.64	50.31	258.02
2019-11-27T20:10:00.514Z	20.50	982.66	50.31	257.85
2019-11-27T20:11:01.274Z	20.50	982.68	50.29	257.68
2019-11-27T20:12:02.035Z	20.50	982.70	50.31	257.51
2019-11-27T20:13:02.795Z	20.49	982.72	50.31	257.34
2019-11-27T20:14:03.557Z	20.49	982.74	50.29	257.17
2019-11-27T20:15:04.316Z	20.49	982.74	50.30	257.17
2019-11-27T20:16:05.078Z	20.49	982.76	50.29	257.00
2019-11-27T20:17:05.836Z	20.48	982.76	50.34	257.00
2019-11-27T20:18:06.596Z	20.48	982.76	50.36	257.00
2019-11-27T20:19:07.353Z	20.47	982.80	50.35	257.00
2019-11-27T20:20:08.111Z	20.46	982.76	50.38	256.66
2019-11-27T20:21:08.870Z	20.46	982.78	50.38	256.66
2019-11-27T20:22:09.627Z	20.46	982.78	50.35	256.66
2019-11-27T20:23:10.386Z	20.46	982.80	50.36	256.49
2019-11-27T20:24:11.147Z	20.45	982.80	50.36	256.49
2019-11-27T20:25:11.907Z	20.45	982.80	50.38	256.32
2019-11-27T20:26:12.667Z	20.45	982.82	50.36	256.15
2019-11-27T20:27:13.425Z	20.45	982.82	50.32	256.32
2019-11-27T20:28:14.185Z	20.45	982.82	50.35	256.32
2019-11-27T20:29:14.948Z	20.44	982.84	50.36	256.15
2019-11-27T20:30:15.712Z	20.44	982.86	50.41	255.98
2019-11-27T20:31:16.475Z	20.43	982.88	50.41	255.98
2019-11-27T20:32:17.239Z	20.42	982.86	50.39	255.98
2019-11-27T20:33:17.999Z	20.42	982.88	50.39	255.89
2019-11-27T20:34:18.761Z	20.42	982.91	50.42	255.38
2019-11-27T20:35:19.524Z	20.41	982.93	50.41	255.72
2019-11-27T20:36:20.288Z	20.41	982.91	50.39	255.72
2019-11-27T20:37:21.051Z	20.40	982.93	50.41	255.72
2019-11-27T20:38:21.814Z	20.40	982.95	50.41	255.38
2019-11-27T20:39:22.577Z	20.40	982.97	50.41	255.21
2019-11-27T20:40:23.338Z	20.39	983.01	50.40	255.04
2019-11-27T20:41:24.100Z	20.39	983.01	50.39	254.87
2019-11-27T20:42:24.863Z	20.40	983.03	50.37	254.87
2019-11-27T20:43:25.627Z	20.40	983.03	50.35	254.70
2019-11-27T20:44:26.389Z	20.40	983.03	50.36	254.70
2019-11-27T20:45:27.152Z	20.39	983.03	50.36	254.70
2019-11-27T20:46:27.919Z	20.39	983.05	50.37	254.53
2019-11-27T20:47:28.688Z	20.39	983.07	50.36	254.35
2019-11-27T20:48:29.456Z	20.39	983.07	50.34	254.35
2019-11-27T20:49:30.222Z	20.39	983.09	50.34	254.18
2019-11-27T20:50:30.986Z	20.39	983.11	50.33	254.01
2019-11-27T20:51:31.750Z	20.39	983.13	50.33	253.84
2019-11-27T20:52:32.519Z	20.39	983.15	50.35	254.01
2019-11-27T20:53:33.283Z	20.39	983.13	50.33	253.84
2019-11-27T20:54:34.047Z	20.39	983.17	50.35	253.67
2019-11-27T20:55:34.812Z	20.39	983.17	50.32	253.50
2019-11-27T20:56:35.579Z	20.38	983.19	50.36	253.50
2019-11-27T20:57:36.348Z	20.38	983.19	50.36	253.33
2019-11-27T20:58:37.115Z	20.37	983.21	50.37	253.33
2019-11-27T20:59:37.883Z	20.37	983.21	50.38	253.16
2019-11-27T21:00:38.644Z	20.36	983.23	50.37	252.99
2019-11-27T21:01:39.406Z	20.36	983.25	50.37	252.82
2019-11-27T21:02:40.168Z	20.36	983.27	50.35	252.65
2019-11-27T21:03:40.932Z	20.36	983.29	50.33	252.48
2019-11-27T21:04:41.696Z	20.36	983.31	50.31	252.48
2019-11-27T21:05:42.458Z	20.36	983.31	50.33	252.31
2019-11-27T21:06:43.216Z	20.35	983.33	50.34	252.31
2019-11-27T21:07:43.971Z	20.35	983.33	50.36	252.14
2019-11-27T21:08:44.725Z	20.34	983.33	50.35	252.14
2019-11-27T21:09:45.481Z	20.34	983.33	50.35	252.14
2019-11-27T21:10:46.237Z	20.34	983.35	50.34	251.97
2019-11-27T21:11:46.997Z	20.34	983.37	50.34	251.80
2019-11-27T21:12:47.754Z	20.34	983.39	50.35	251.62
2019-11-27T21:13:48.511Z	20.33	983.40	50.32	251.54
2019-11-27T21:14:49.267Z	20.33	983.42	50.32	251.37
2019-11-27T21:15:50.023Z	20.33	983.44	50.33	251.37
2019-11-27T21:16:50.782Z	20.33	983.40	50.35	251.20
2019-11-27T21:17:51.544Z	20.32	983.42	50.37	251.20
2019-11-27T21:18:52.306Z	20.32	983.44	50.35	251.03
2019-11-27T21:19:53.064Z	20.32	983.44	50.35	251.03
2019-11-27T21:20:53.821Z	20.31	983.46	50.35	250.69
2019-11-27T21:21:54.582Z	20.31	983.48	50.33	250.69
2019-11-27T21:22:55.340Z	20.31	983.50	50.36	250.69
2019-11-27T21:23:56.102Z	20.31	983.48	50.36	250.69
2019-11-27T21:24:56.863Z	20.30	983.50	50.36	250.52
2019-11-27T21:25:57.623Z	20.30	983.52	50.36	250.17
2019-11-27T21:26:58.383Z	20.30	983.56	50.36	250.00
2019-11-27T21:27:59.143Z	20.29	983.58	50.36	250.00
2019-11-27T21:28:59.906Z	20.29	983.58	50.35	249.83
2019-11-27T21:30:00.670Z	20.29	983.60	50.36	249.49
2019-11-27T21:31:01.433Z	20.29	983.62	50.34	249.49
2019-11-27T21:32:02.197Z	20.29	983.64	50.36	249.32
2019-11-27T21:33:02.956Z	20.29	983.66	50.35	248.98
2019-11-27T21:34:03.715Z	20.28	983.68	50.36	248.98
2019-11-27T21:35:04.475Z	20.28	983.68	50.34	248.98
2019-11-27T21:36:05.232Z	20.28	983.70	50.33	248.81
2019-11-27T21:37:05.992Z	20.28	983.72	50.35	248.64
2019-11-27T21:38:06.748Z	20.27	983.74	50.36	248.81
2019-11-27T21:39:07.504Z	20.27	983.74	50.32	248.64
2019-11-27T21:40:08.263Z	20.27	983.74	50.35	248.81
2019-11-27T21:41:09.019Z	20.26	983.74	50.32	248.64
2019-11-27T21:42:09.777Z	20.26	983.76	50.37	248.47
2019-11-27T21:43:10.532Z	20.25	983.74	50.37	248.64
2019-11-27T21:44:11.289Z	20.25	983.76	50.36	248.47
2019-11-27T21:45:12.046Z	20.25	983.76	50.36	248.47
2019-11-27T21:46:12.802Z	20.25	983.78	50.34	248.30
2019-11-27T21:47:13.560Z	20.25	983.78	50.32	248.30
2019-11-27T21:48:14.319Z	20.25	983.78	50.33	248.30
2019-11-27T21:49:15.080Z	20.24	983.80	50.34	248.30
2019-11-27T21:50:15.842Z	20.24	983.80	50.32	248.13
2019-11-27T21:51:16.603Z	20.24	983.80	50.29	248.30
2019-11-27T21:52:17.365Z	20.24	983.80	50.29	248.13
2019-11-27T21:53:18.122Z	20.24	983.80	50.28	248.30
2019-11-27T21:54:18.878Z	20.24	983.80	50.26	248.13
2019-11-27T21:55:19.631Z	20.24	983.82	50.26	248.13
2019-11-27T21:56:20.386Z	20.24	983.84	50.25	247.96
2019-11-27T21:57:21.140Z	20.24	983.86	50.24	247.62
2019-11-27T21:58:21.894Z	20.24	983.88	50.25	247.62
2019-11-27T21:59:22.648Z	20.24	983.88	50.24	247.79
2019-11-27T22:00:23.402Z	20.23	983.86	50.25	247.62
2019-11-27T22:01:24.156Z	20.23	983.88	50.26	247.45
2019-11-27T22:02:24.912Z	20.23	983.88	50.25	247.45
2019-11-27T22:03:25.667Z	20.23	983.88	50.25	247.45
2019-11-27T22:04:26.423Z	20.23	983.88	50.28	247.45
2019-11-27T22:05:27.177Z	20.22	983.90	50.28	247.45
2019-11-27T22:06:27.935Z	20.21	983.90	50.29	247.45
2019-11-27T22:07:28.693Z	20.21	983.90	50.29	247.45
2019-11-27T22:08:29.449Z	20.21	983.88	50.24	247.45
2019-11-27T22:09:30.205Z	20.21	983.90	50.21	247.28
2019-11-27T22:10:30.963Z	20.22	983.92	50.21	247.45
2019-11-27T22:11:31.719Z	20.21	983.90	50.22	247.45
2019-11-27T22:12:32.477Z	20.21	983.90	50.22	247.45
2019-11-27T22:13:33.235Z	20.21	983.92	50.23	247.10
2019-11-27T22:14:33.994Z	20.20	983.90	50.23	247.28
2019-11-27T22:15:34.752Z	20.20	983.92	50.22	247.10
2019-11-27T22:16:35.510Z	20.20	983.94	50.24	246.93
2019-11-27T22:17:36.267Z	20.19	983.88	50.21	247.28
2019-11-27T22:18:37.025Z	20.19	983.88	50.23	247.10
2019-11-27T22:19:37.781Z	20.18	983.90	50.24	247.10
2019-11-27T22:20:38.537Z	20.18	983.90	50.21	247.10
2019-11-27T22:21:39.291Z	20.18	983.92	50.25	246.93
2019-11-27T22:22:40.045Z	20.18	983.94	50.22	247.10
2019-11-27T22:23:40.802Z	20.17	983.92	50.25	246.93
2019-11-27T22:24:41.558Z	20.17	983.95	50.25	246.68
2019-11-27T22:25:42.314Z	20.17	983.95	50.23	246.68
2019-11-27T22:26:43.069Z	20.16	983.95	50.23	246.85
2019-11-27T22:27:43.828Z	20.16	983.95	50.24	246.68
2019-11-27T22:28:44.586Z	20.15	983.94	50.26	246.68
2019-11-27T22:29:45.341Z	20.15	983.97	50.25	246.51
2019-11-27T22:30:46.099Z	20.15	983.99	50.23	246.34
2019-11-27T22:31:46.854Z	20.15	984.01	50.22	246.17
2019-11-27T22:32:47.611Z	20.15	984.03	50.23	246.00
2019-11-27T22:33:48.369Z	20.15	984.05	50.22	245.83
2019-11-27T22:34:49.126Z	20.15	984.07	50.23	245.83
2019-11-27T22:35:49.885Z	20.15	984.07	50.20	245.83
2019-11-27T22:36:50.641Z	20.14	984.05	50.18	246.00
2019-11-27T22:37:51.398Z	20.14	984.05	50.18	245.83
2019-11-27T22:38:52.153Z	20.14	984.07	50.22	245.49
2019-11-27T22:39:52.909Z	20.14	984.11	50.20	245.66
2019-11-27T22:40:53.666Z	20.13	984.11	50.19	245.66
2019-11-27T22:41:54.422Z	20.13	984.11	50.17	245.49
2019-11-27T22:42:55.175Z	20.13	984.11	50.17	245.49
2019-11-27T22:43:55.933Z	20.13	984.13	50.19	245.31
2019-11-27T22:44:56.694Z	20.12	984.15	50.19	245.14
2019-11-27T22:45:57.453Z	20.12	984.17	50.20	245.31
2019-11-27T22:46:58.211Z	20.12	984.15	50.14	245.14
2019-11-27T22:47:58.973Z	20.12	984.15	50.14	245.14
2019-11-27T22:48:59.733Z	20.12	984.17	50.17	244.97
2019-11-27T22:50:00.492Z	20.11	984.19	50.16	244.80
2019-11-27T22:51:01.251Z	20.11	984.21	50.18	244.63
2019-11-27T22:52:02.014Z	20.10	984.21	50.19	244.63
2019-11-27T22:53:02.774Z	20.10	984.23	50.17	244.46
2019-11-27T22:54:03.535Z	20.10	984.23	50.18	244.63
2019-11-27T22:55:04.295Z	20.10	984.23	50.17	244.46
2019-11-27T22:56:05.055Z	20.10	984.21	50.17	244.80
2019-11-27T22:57:05.813Z	20.10	984.21	50.14	244.80
2019-11-27T22:58:06.574Z	20.10	984.21	50.13	244.80
2019-11-27T22:59:07.335Z	20.10	984.23	50.12	244.46
2019-11-27T23:00:08.095Z	20.10	984.27	50.10	244.29
2019-11-27T23:01:08.854Z	20.10	984.27	50.11	244.29
2019-11-27T23:02:09.615Z	20.12	984.27	50.08	244.29
2019-11-27T23:03:10.376Z	20.16	984.27	50.57	243.95
2019-11-27T23:04:11.136Z	20.20	984.31	50.11	243.95
2019-11-27T23:05:11.898Z	20.23	984.31	50.12	243.78
2019-11-27T23:06:12.659Z	20.25	984.31	50.20	243.78
2019-11-27T23:07:13.420Z	20.26	984.33	50.13	243.78
2019-11-27T23:08:14.181Z	20.28	984.35	50.39	243.27
2019-11-27T23:09:14.947Z	20.30	984.37	50.25	243.27
2019-11-27T23:10:15.713Z	20.32	984.37	50.34	243.10
2019-11-27T23:11:16.477Z	20.33	984.41	50.50	243.10
2019-11-27T23:12:17.239Z	20.35	984.41	50.62	242.93
2019-11-27T23:13:18.001Z	20.36	984.42	50.61	242.93
2019-11-27T23:14:18.759Z	20.38	984.44	50.49	242.67
2019-11-27T23:15:19.521Z	20.40	984.46	50.51	242.67
2019-11-27T23:16:20.286Z	20.42	984.46	50.47	242.50
2019-11-27T23:17:21.047Z	20.45	984.44	50.36	242.50
2019-11-27T23:18:21.805Z	20.46	984.44	50.44	242.50
2019-11-27T23:19:22.562Z	20.49	984.48	50.62	242.67
2019-11-27T23:20:23.318Z	20.52	984.46	50.25	242.50
2019-11-27T23:21:24.073Z	20.54	984.46	50.25	242.33
2019-11-27T23:22:24.829Z	20.55	984.48	50.14	242.16
2019-11-27T23:23:25.583Z	20.56	984.48	50.15	242.33
2019-11-27T23:24:26.338Z	20.57	984.46	50.06	242.33
2019-11-27T23:25:27.092Z	20.59	984.48	50.01	242.33
2019-11-27T23:26:27.849Z	20.62	984.50	49.95	242.16
2019-11-27T23:27:28.602Z	20.63	984.50	49.93	242.33
2019-11-27T23:28:29.353Z	20.65	984.52	49.87	242.16
2019-11-27T23:29:30.103Z	20.67	984.52	49.91	241.82
2019-11-27T23:30:30.851Z	20.68	984.50	49.80	241.82
2019-11-27T23:31:31.600Z	20.70	984.50	49.78	241.82
2019-11-27T23:32:32.354Z	20.71	984.52	49.72	241.65
2019-11-27T23:33:33.106Z	20.73	984.56	49.73	241.82
2019-11-27T23:34:33.862Z	20.74	984.56	49.73	241.65
2019-11-27T23:35:34.617Z	20.77	984.56	51.20	241.65
2019-11-27T23:36:35.368Z	20.79	984.56	49.32	241.65
2019-11-27T23:37:36.120Z	20.82	984.64	50.20	240.63
2019-11-27T23:38:36.873Z	20.86	984.56	49.76	240.80
2019-11-27T23:39:37.630Z	20.88	984.68	49.33	240.80
2019-11-27T23:40:38.389Z	20.89	984.66	49.29	240.80
2019-11-27T23:41:39.144Z	20.89	984.70	49.33	240.29
2019-11-27T23:42:39.899Z	20.89	984.74	49.29	240.12
2019-11-27T23:43:40.651Z	20.88	984.78	49.42	239.95
2019-11-27T23:44:41.405Z	20.87	984.80	49.44	239.60
2019-11-27T23:45:42.159Z	20.86	984.82	49.36	239.43
2019-11-27T23:46:42.911Z	20.86	984.86	49.38	239.26
2019-11-27T23:47:43.666Z	20.86	984.86	49.36	239.09
2019-11-27T23:48:44.419Z	20.86	984.88	49.37	239.09
2019-11-27T23:49:45.173Z	20.86	984.88	49.38	238.92
2019-11-27T23:50:45.931Z	20.87	984.90	49.37	238.92
2019-11-27T23:51:46.689Z	20.87	984.90	49.33	238.75
2019-11-27T23:52:47.447Z	20.89	984.90	49.37	238.92
2019-11-27T23:53:48.202Z	20.90	984.90	49.35	239.09
2019-11-27T23:54:48.958Z	20.92	984.92	49.32	238.75
2019-11-27T23:55:49.714Z	20.93	984.90	49.27	238.75
2019-11-27T23:56:50.469Z	20.94	984.92	49.31	238.58
2019-11-27T23:57:51.229Z	20.95	984.90	49.28	238.58
2019-11-27T23:58:51.987Z	20.96	984.92	49.24	238.58
2019-11-27T23:59:52.743Z	20.97	984.90	49.15	238.41
2019-11-28T00:00:53.498Z	20.97	984.90	49.16	238.41
2019-11-28T00:01:54.254Z	20.98	984.92	49.22	238.58
2019-11-28T00:02:55.011Z	20.99	984.90	49.14	238.75
2019-11-28T00:03:55.772Z	20.99	984.90	49.12	238.75
2019-11-28T00:04:56.531Z	20.99	984.90	49.15	238.58
2019-11-28T00:05:57.291Z	21.00	984.94	49.11	238.58
2019-11-28T00:06:58.051Z	21.01	984.90	49.12	238.58
2019-11-28T00:07:58.812Z	21.03	984.90	49.04	238.58
2019-11-28T00:08:59.575Z	21.04	984.90	49.08	238.75
